"filename", "language", "YAML", "Markdown", "C++", "Swift", "JSON", "Dart", "XML", "HTML", "Gradle", "Java Properties", "comment", "blank", "total"
"c:\Users\gsam9\Desktop\projects\GoTrip\frontend\gotrip\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\gsam9\Desktop\projects\GoTrip\frontend\gotrip\pubspec.yaml", "YAML", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 17, 119
"c:\Users\gsam9\Desktop\projects\GoTrip\frontend\gotrip\test\widget_test.dart", "Dart", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 10, 7, 31
"c:\Users\gsam9\Desktop\projects\GoTrip\frontend\gotrip\web\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 15, 5, 39
"c:\Users\gsam9\Desktop\projects\GoTrip\frontend\gotrip\web\manifest.json", "JSON", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 1, 36
"c:\Users\gsam9\Desktop\projects\GoTrip\frontend\gotrip\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 4, 5, 27
"c:\Users\gsam9\Desktop\projects\GoTrip\frontend\gotrip\windows\flutter\generated_plugin_registrant.h", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\gsam9\Desktop\projects\GoTrip\frontend\gotrip\windows\runner\flutter_window.cpp", "C++", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"c:\Users\gsam9\Desktop\projects\GoTrip\frontend\gotrip\windows\runner\flutter_window.h", "C++", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"c:\Users\gsam9\Desktop\projects\GoTrip\frontend\gotrip\windows\runner\main.cpp", "C++", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"c:\Users\gsam9\Desktop\projects\GoTrip\frontend\gotrip\windows\runner\resource.h", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"c:\Users\gsam9\Desktop\projects\GoTrip\frontend\gotrip\windows\runner\utils.cpp", "C++", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"c:\Users\gsam9\Desktop\projects\GoTrip\frontend\gotrip\windows\runner\utils.h", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"c:\Users\gsam9\Desktop\projects\GoTrip\frontend\gotrip\windows\runner\win32_window.cpp", "C++", 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"c:\Users\gsam9\Desktop\projects\GoTrip\frontend\gotrip\windows\runner\win32_window.h", "C++", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 47, 13, 563, 73, 248, 15150, 478, 19, 69, 8, 7105, 1971, 25744
